request_number,nsn,quantity,unit,mfr,delivery_days,fob,packaging_type,iso,sampling,inspection_point,skipped
SPE4A1-23-T-3230,5331012715779,1021,EA,MOOG INC 94697 P/N 58532-012,171,ORIGIN,MIL-STD-130N(1),NO,YES,DESTINATION,Scott Brunner,Scott.Brunner@dla.mil,O-RING                                   ,"SEP 27, 2023","SEP 20, 2023",7004589335,,"MIL-STD-2073-1E 
QUP:001  PRES MTHD:33  CLNG/DRY:1  PRESV MAT:00 
WRAP MAT:00  CUSH/DUNN MAT:00  CUSH/DUNN THKNESS:0 
UNIT CONT:BE  OPI:M 
INTRMDTE CONT:E5  INTRMDTE CONT QTY:AAA 
PACK CODE:U 
MARKING SHALL BE IN ACCORDANCE WITH MIL-STD-129. 
SPECIAL MARKING CODE:00 -00 No special marking ",DLA AVIATION ,AVIATION SUPPLY CHAIN ,6090 STRATHMORE  ROAD  RICHMOND VA  23237 ,DSB0035,804-279-5901,N/A,"DLA AVIATION 
AVIATION SUPPLY CHAIN 
6090 STRATHMORE  ROAD 
RICHMOND VA  23237 
USA 
Name: Scott Brunner Buyer Code:DSB0035 Tel: 804-279-5901  
Email: Scott.Brunner@dla.mil",,False
SPE4A1-24-T-2840,5331011267254,417,EA,MOOG INC 94697 P/N 080-04273-185,164,ORIGIN,MIL-STD-1916,YES,YES,DESTINATION,Scott Brunner,Scott.Brunner@dla.mil,O-RING                                   ,"MAR 28, 2024","MAR 21, 2024",7006804239,5331,"MIL-STD-2073-1E 
QUP:001  PRES MTHD:33  CLNG/DRY:1  PRESV MAT:00 
WRAP MAT:00  CUSH/DUNN MAT:00  CUSH/DUNN THKNESS:0 
UNIT CONT:BE  OPI:M 
INTRMDTE CONT:E5  INTRMDTE CONT QTY:AAA 
PACK CODE:U 
MARKING SHALL BE IN ACCORDANCE WITH MIL-STD-129. 
SPECIAL MARKING CODE:00 -00 No special marking ",DLA AVIATION ,AVIATION SUPPLY CHAIN ,6090 STRATHMORE  ROAD  RICHMOND VA  23237 ,DSB0035,804-279-5901,N/A,"DLA AVIATION 
AVIATION SUPPLY CHAIN 
6090 STRATHMORE  ROAD 
RICHMOND VA  23237 
USA 
Name: Scott Brunner Buyer Code:DSB0035 Tel: 804-279-5901  
Email: Scott.Brunner@dla.mil","897@ $1.79 on 20200401
882@ $5.15 on 20150730
734@ $4.32 on 20100630
567@ $4.32 on 20100603
250@ $4.09 on 20090223
250@ $4.09 on 20080721
430@ $3.70 on 20051110
665@ $3.84 on 20020726
220@ $3.82 on 20011218
30@ $3.81 on 20011025
35@ $12.95 on 20010917
100@ $3.82 on 19990205
64@ $4.95 on 19980731
148@ $1.40 on 19881121
69@ $2.31 on 19830719",False
SPE7M4-24-T-236A,5331010071611,303,EA,IAW BASIC SPEC NR MIL-DTL-25988/1B REVISION NR B   DTD 06/29/2021 PART PIECE NUMBER: M25988/1-261 IAW REFERENCE SPEC NR MIL-DTL-25988D REVISION NR D   DTD 01/21/2021 PART PIECE NUMBER:,166,ORIGIN,MIL-STD-2073-1E,NO,NO,DESTINATION,Anthony Galluch,FMDF_3355@dla.mil,O-RING                                   ,"JUN 27, 2024","JUN 17, 2024",7008033214,5331,"MIL-STD-2073-1E 
QUP:001  PRES MTHD:33  CLNG/DRY:0  PRESV MAT:00 
WRAP MAT:00  CUSH/DUNN MAT:00  CUSH/DUNN THKNESS:0 
UNIT CONT:BE  OPI:M 
INTRMDTE CONT:D3  INTRMDTE CONT QTY:AAA 
PACK CODE:U 
MARKING SHALL BE IN ACCORDANCE WITH MIL-STD-129. 
SPECIAL MARKING CODE:00 -00 No special marking ",DLA LAND AND MARITIME ,FLUID HANDLING DIVISION ,PO BOX 3990  COLUMBUS OH  43218-3990 ,PMCM42P,614-692-5265,614-693-1551,"DLA LAND AND MARITIME 
FLUID HANDLING DIVISION 
PO BOX 3990 
COLUMBUS OH  43218-3990 
USA 
Name: Anthony Galluch Buyer Code:PMCM42P Tel: 614-692-5265 Fax: 614-693-1551 
Email: FMDF_3355@dla.mil","910@ $4.55 on 20240123
410@ $3.40 on 20231017
1013@ $3.71 on 20230119
65@ $2.28 on 20190412
44@ $2.28 on 20190215
44@ $2.28 on 20190117
64@ $2.28 on 20181221
67@ $2.28 on 20181115
23@ $2.28 on 20180913
219@ $2.28 on 20180821
24@ $2.28 on 20180615
23@ $2.28 on 20180517
152@ $2.28 on 20180511
339@ $2.28 on 20180511
89@ $2.28 on 20180212
164@ $2.27 on 20170815
129@ $2.27 on 20170815
62@ $2.27 on 20170508
203@ $2.27 on 20160404
319@ $2.27 on 20150505",False
SPE4A1-23-T-3230,5331012715779,1021,EA,MOOG INC 94697 P/N 58532-012,171,ORIGIN,MIL-STD-130N(1),NO,YES,DESTINATION,Scott Brunner,Scott.Brunner@dla.mil,O-RING                                   ,"SEP 27, 2023","SEP 20, 2023",7004589335,,"MIL-STD-2073-1E 
QUP:001  PRES MTHD:33  CLNG/DRY:1  PRESV MAT:00 
WRAP MAT:00  CUSH/DUNN MAT:00  CUSH/DUNN THKNESS:0 
UNIT CONT:BE  OPI:M 
INTRMDTE CONT:E5  INTRMDTE CONT QTY:AAA 
PACK CODE:U 
MARKING SHALL BE IN ACCORDANCE WITH MIL-STD-129. 
SPECIAL MARKING CODE:00 -00 No special marking ",DLA AVIATION ,AVIATION SUPPLY CHAIN ,6090 STRATHMORE  ROAD  RICHMOND VA  23237 ,DSB0035,804-279-5901,N/A,"DLA AVIATION 
AVIATION SUPPLY CHAIN 
6090 STRATHMORE  ROAD 
RICHMOND VA  23237 
USA 
Name: Scott Brunner Buyer Code:DSB0035 Tel: 804-279-5901  
Email: Scott.Brunner@dla.mil",,True
SPE4A1-24-T-2840,5331011267254,417,EA,MOOG INC 94697 P/N 080-04273-185,164,ORIGIN,MIL-STD-1916,YES,YES,DESTINATION,Scott Brunner,Scott.Brunner@dla.mil,O-RING                                   ,"MAR 28, 2024","MAR 21, 2024",7006804239,5331,"MIL-STD-2073-1E 
QUP:001  PRES MTHD:33  CLNG/DRY:1  PRESV MAT:00 
WRAP MAT:00  CUSH/DUNN MAT:00  CUSH/DUNN THKNESS:0 
UNIT CONT:BE  OPI:M 
INTRMDTE CONT:E5  INTRMDTE CONT QTY:AAA 
PACK CODE:U 
MARKING SHALL BE IN ACCORDANCE WITH MIL-STD-129. 
SPECIAL MARKING CODE:00 -00 No special marking ",DLA AVIATION ,AVIATION SUPPLY CHAIN ,6090 STRATHMORE  ROAD  RICHMOND VA  23237 ,DSB0035,804-279-5901,N/A,"DLA AVIATION 
AVIATION SUPPLY CHAIN 
6090 STRATHMORE  ROAD 
RICHMOND VA  23237 
USA 
Name: Scott Brunner Buyer Code:DSB0035 Tel: 804-279-5901  
Email: Scott.Brunner@dla.mil","897@ $1.79 on 20200401
882@ $5.15 on 20150730
734@ $4.32 on 20100630
567@ $4.32 on 20100603
250@ $4.09 on 20090223
250@ $4.09 on 20080721
430@ $3.70 on 20051110
665@ $3.84 on 20020726
220@ $3.82 on 20011218
30@ $3.81 on 20011025
35@ $12.95 on 20010917
100@ $3.82 on 19990205
64@ $4.95 on 19980731
148@ $1.40 on 19881121
69@ $2.31 on 19830719",True
SPE7M4-24-T-236A,5331010071611,303,EA,IAW BASIC SPEC NR MIL-DTL-25988/1B REVISION NR B   DTD 06/29/2021 PART PIECE NUMBER: M25988/1-261 IAW REFERENCE SPEC NR MIL-DTL-25988D REVISION NR D   DTD 01/21/2021 PART PIECE NUMBER:,166,ORIGIN,MIL-STD-2073-1E,NO,NO,DESTINATION,Anthony Galluch,FMDF_3355@dla.mil,O-RING                                   ,"JUN 27, 2024","JUN 17, 2024",7008033214,5331,"MIL-STD-2073-1E 
QUP:001  PRES MTHD:33  CLNG/DRY:0  PRESV MAT:00 
WRAP MAT:00  CUSH/DUNN MAT:00  CUSH/DUNN THKNESS:0 
UNIT CONT:BE  OPI:M 
INTRMDTE CONT:D3  INTRMDTE CONT QTY:AAA 
PACK CODE:U 
MARKING SHALL BE IN ACCORDANCE WITH MIL-STD-129. 
SPECIAL MARKING CODE:00 -00 No special marking ",DLA LAND AND MARITIME ,FLUID HANDLING DIVISION ,PO BOX 3990  COLUMBUS OH  43218-3990 ,PMCM42P,614-692-5265,614-693-1551,"DLA LAND AND MARITIME 
FLUID HANDLING DIVISION 
PO BOX 3990 
COLUMBUS OH  43218-3990 
USA 
Name: Anthony Galluch Buyer Code:PMCM42P Tel: 614-692-5265 Fax: 614-693-1551 
Email: FMDF_3355@dla.mil","910@ $4.55 on 20240123
410@ $3.40 on 20231017
1013@ $3.71 on 20230119
65@ $2.28 on 20190412
44@ $2.28 on 20190215
44@ $2.28 on 20190117
64@ $2.28 on 20181221
67@ $2.28 on 20181115
23@ $2.28 on 20180913
219@ $2.28 on 20180821
24@ $2.28 on 20180615
23@ $2.28 on 20180517
152@ $2.28 on 20180511
339@ $2.28 on 20180511
89@ $2.28 on 20180212
164@ $2.27 on 20170815
129@ $2.27 on 20170815
62@ $2.27 on 20170508
203@ $2.27 on 20160404
319@ $2.27 on 20150505",False
SPE4A1-24-T-2840,5331011267254,417,EA,MOOG INC 94697 P/N 080-04273-185,164,ORIGIN,MIL-STD-1916,YES,YES,DESTINATION,Scott Brunner,Scott.Brunner@dla.mil,O-RING                                   ,"MAR 28, 2024","MAR 21, 2024",7006804239,5331,"MIL-STD-2073-1E 
QUP:001  PRES MTHD:33  CLNG/DRY:1  PRESV MAT:00 
WRAP MAT:00  CUSH/DUNN MAT:00  CUSH/DUNN THKNESS:0 
UNIT CONT:BE  OPI:M 
INTRMDTE CONT:E5  INTRMDTE CONT QTY:AAA 
PACK CODE:U 
MARKING SHALL BE IN ACCORDANCE WITH MIL-STD-129. 
SPECIAL MARKING CODE:00 -00 No special marking ",DLA AVIATION ,AVIATION SUPPLY CHAIN ,6090 STRATHMORE  ROAD  RICHMOND VA  23237 ,DSB0035,804-279-5901,N/A,"DLA AVIATION 
AVIATION SUPPLY CHAIN 
6090 STRATHMORE  ROAD 
RICHMOND VA  23237 
USA 
Name: Scott Brunner Buyer Code:DSB0035 Tel: 804-279-5901  
Email: Scott.Brunner@dla.mil","897@ $1.79 on 20200401
882@ $5.15 on 20150730
734@ $4.32 on 20100630
567@ $4.32 on 20100603
250@ $4.09 on 20090223
250@ $4.09 on 20080721
430@ $3.70 on 20051110
665@ $3.84 on 20020726
220@ $3.82 on 20011218
30@ $3.81 on 20011025
35@ $12.95 on 20010917
100@ $3.82 on 19990205
64@ $4.95 on 19980731
148@ $1.40 on 19881121
69@ $2.31 on 19830719",True
SPE7M4-24-T-236A,5331010071611,303,EA,IAW BASIC SPEC NR MIL-DTL-25988/1B REVISION NR B   DTD 06/29/2021 PART PIECE NUMBER: M25988/1-261 IAW REFERENCE SPEC NR MIL-DTL-25988D REVISION NR D   DTD 01/21/2021 PART PIECE NUMBER:,166,ORIGIN,MIL-STD-2073-1E,NO,NO,DESTINATION,Anthony Galluch,FMDF_3355@dla.mil,O-RING                                   ,"JUN 27, 2024","JUN 17, 2024",7008033214,5331,"MIL-STD-2073-1E 
QUP:001  PRES MTHD:33  CLNG/DRY:0  PRESV MAT:00 
WRAP MAT:00  CUSH/DUNN MAT:00  CUSH/DUNN THKNESS:0 
UNIT CONT:BE  OPI:M 
INTRMDTE CONT:D3  INTRMDTE CONT QTY:AAA 
PACK CODE:U 
MARKING SHALL BE IN ACCORDANCE WITH MIL-STD-129. 
SPECIAL MARKING CODE:00 -00 No special marking ",DLA LAND AND MARITIME ,FLUID HANDLING DIVISION ,PO BOX 3990  COLUMBUS OH  43218-3990 ,PMCM42P,614-692-5265,614-693-1551,"DLA LAND AND MARITIME 
FLUID HANDLING DIVISION 
PO BOX 3990 
COLUMBUS OH  43218-3990 
USA 
Name: Anthony Galluch Buyer Code:PMCM42P Tel: 614-692-5265 Fax: 614-693-1551 
Email: FMDF_3355@dla.mil","910@ $4.55 on 20240123
410@ $3.40 on 20231017
1013@ $3.71 on 20230119
65@ $2.28 on 20190412
44@ $2.28 on 20190215
44@ $2.28 on 20190117
64@ $2.28 on 20181221
67@ $2.28 on 20181115
23@ $2.28 on 20180913
219@ $2.28 on 20180821
24@ $2.28 on 20180615
23@ $2.28 on 20180517
152@ $2.28 on 20180511
339@ $2.28 on 20180511
89@ $2.28 on 20180212
164@ $2.27 on 20170815
129@ $2.27 on 20170815
62@ $2.27 on 20170508
203@ $2.27 on 20160404
319@ $2.27 on 20150505",False
SPE4A1-23-T-3230,5331012715779,1021,EA,MOOG INC 94697 P/N 58532-012,171,ORIGIN,MIL-STD-130N(1),NO,YES,DESTINATION,Scott Brunner,Scott.Brunner@dla.mil,O-RING                                   ,"SEP 27, 2023","SEP 20, 2023",7004589335,,"MIL-STD-2073-1E 
QUP:001  PRES MTHD:33  CLNG/DRY:1  PRESV MAT:00 
WRAP MAT:00  CUSH/DUNN MAT:00  CUSH/DUNN THKNESS:0 
UNIT CONT:BE  OPI:M 
INTRMDTE CONT:E5  INTRMDTE CONT QTY:AAA 
PACK CODE:U 
MARKING SHALL BE IN ACCORDANCE WITH MIL-STD-129. 
SPECIAL MARKING CODE:00 -00 No special marking ",DLA AVIATION ,AVIATION SUPPLY CHAIN ,6090 STRATHMORE  ROAD  RICHMOND VA  23237 ,DSB0035,804-279-5901,N/A,"DLA AVIATION 
AVIATION SUPPLY CHAIN 
6090 STRATHMORE  ROAD 
RICHMOND VA  23237 
USA 
Name: Scott Brunner Buyer Code:DSB0035 Tel: 804-279-5901  
Email: Scott.Brunner@dla.mil",,True
SPE4A1-24-T-2840,5331011267254,417,EA,MOOG INC 94697 P/N 080-04273-185,164,ORIGIN,MIL-STD-1916,YES,YES,DESTINATION,Scott Brunner,Scott.Brunner@dla.mil,O-RING                                   ,"MAR 28, 2024","MAR 21, 2024",7006804239,5331,"MIL-STD-2073-1E 
QUP:001  PRES MTHD:33  CLNG/DRY:1  PRESV MAT:00 
WRAP MAT:00  CUSH/DUNN MAT:00  CUSH/DUNN THKNESS:0 
UNIT CONT:BE  OPI:M 
INTRMDTE CONT:E5  INTRMDTE CONT QTY:AAA 
PACK CODE:U 
MARKING SHALL BE IN ACCORDANCE WITH MIL-STD-129. 
SPECIAL MARKING CODE:00 -00 No special marking ",DLA AVIATION ,AVIATION SUPPLY CHAIN ,6090 STRATHMORE  ROAD  RICHMOND VA  23237 ,DSB0035,804-279-5901,N/A,"DLA AVIATION 
AVIATION SUPPLY CHAIN 
6090 STRATHMORE  ROAD 
RICHMOND VA  23237 
USA 
Name: Scott Brunner Buyer Code:DSB0035 Tel: 804-279-5901  
Email: Scott.Brunner@dla.mil","897@ $1.79 on 20200401
882@ $5.15 on 20150730
734@ $4.32 on 20100630
567@ $4.32 on 20100603
250@ $4.09 on 20090223
250@ $4.09 on 20080721
430@ $3.70 on 20051110
665@ $3.84 on 20020726
220@ $3.82 on 20011218
30@ $3.81 on 20011025
35@ $12.95 on 20010917
100@ $3.82 on 19990205
64@ $4.95 on 19980731
148@ $1.40 on 19881121
69@ $2.31 on 19830719",False
